work_id,utilisation_ratio,days_to_first_payment,num_payments,avg_payment_size_lakh,round_number_payment_ratio,vendor_concentration_ratio,uc_submission_lag_days,fy_end_disbursal_ratio,cost_revision_count,payment_interval_cv,is_seeded_anomaly
MPLAD-FIN-400777,0.9653,81.8178,5.0,3.4798,0.1713,0.0959,70.0198,0.1288,1.0,0.1376,0
MPLAD-FIN-400778,0.9043,48.4123,5.0,6.0298,0.0368,0.0455,50.9106,0.2543,0.0,0.1776,0
MPLAD-FIN-400779,1.05,29.8153,4.0,4.7534,0.016,0.4526,35.2694,0.255,1.0,0.5373,0
MPLAD-FIN-400780,0.914,123.3411,7.0,3.1032,0.033,0.1796,21.1863,0.0493,0.0,0.9672,0
MPLAD-FIN-400781,0.9999,10.1913,7.0,1.2226,0.1861,0.1,144.6512,0.3735,2.0,0.3273,0
MPLAD-FIN-400782,0.9352,48.2168,6.0,1.1348,0.0997,0.4103,44.1411,0.3968,0.0,0.5609,0
MPLAD-FIN-400783,0.8648,22.6835,3.0,11.2019,0.1618,0.2865,35.328,0.2511,0.0,0.1288,0
MPLAD-FIN-400784,0.8801,37.0969,2.0,4.797,0.0625,0.5618,39.7553,0.2786,1.0,0.1967,0
MPLAD-FIN-400785,0.8967,5.1296,3.0,3.4752,0.0998,0.1147,68.4041,0.5097,1.0,0.084,0
MPLAD-FIN-400786,0.593,42.5901,3.0,2.3911,0.1611,0.323,30.8577,0.1151,0.0,0.5909,0
MPLAD-FIN-400787,0.9358,14.7424,6.0,2.0995,0.0334,0.2781,20.5242,0.0999,0.0,0.2633,0
MPLAD-FIN-400788,0.7809,47.5429,5.0,3.3271,0.22,0.2845,14.5924,0.0448,0.0,0.4446,0
MPLAD-FIN-400789,0.8305,24.9706,7.0,3.1355,0.3934,0.4286,44.8355,0.1269,0.0,0.3056,0
MPLAD-FIN-400790,0.872,30.0947,3.0,5.9067,0.4117,0.2733,33.644,0.4232,0.0,0.6032,0
MPLAD-FIN-400791,0.9449,83.3104,4.0,0.6152,0.2268,0.3367,61.1683,0.0814,1.0,0.9773,0
MPLAD-FIN-400792,0.815,19.3947,2.0,4.4069,0.0531,0.2814,21.1976,0.2127,0.0,0.4801,0
MPLAD-FIN-400793,0.7782,33.9487,4.0,1.2738,0.1131,0.4666,46.6949,0.3,0.0,0.6015,0
MPLAD-FIN-400794,0.8241,77.0668,6.0,5.9637,0.1317,0.1725,26.079,0.2312,0.0,0.2046,0
MPLAD-FIN-400795,0.8726,12.4552,4.0,2.5009,0.0469,0.0339,87.9672,0.0563,0.0,0.1668,0
MPLAD-FIN-400796,0.7825,61.772,4.0,10.2837,0.1611,0.1205,56.4589,0.6216,0.0,0.8413,0
MPLAD-FIN-400797,1.1272,5.0038,1.0,20.1374,0.7318,0.789,152.1507,0.8503,1.0,0.5711,1
MPLAD-FIN-400798,0.8658,15.015,8.0,3.8218,0.1574,0.3322,15.0907,0.0777,2.0,0.6368,0
MPLAD-FIN-400799,0.8325,17.0762,6.0,1.0255,0.3329,0.3526,21.5195,0.1697,0.0,1.1371,0
MPLAD-FIN-400800,1.1912,22.29,2.0,26.4031,0.7676,0.8065,157.8928,0.8925,4.0,3.3482,1
MPLAD-FIN-400801,0.7168,7.6678,5.0,10.4679,0.1594,0.2785,37.37,0.1895,0.0,0.2865,0
MPLAD-FIN-400802,0.8704,33.7052,7.0,0.7115,0.1465,0.157,5.0824,0.2546,1.0,0.1653,0
MPLAD-FIN-400803,0.7301,11.9236,3.0,8.8531,0.2166,0.1049,94.9334,0.3439,0.0,0.6145,0
MPLAD-FIN-400804,0.8503,53.9216,2.0,3.744,0.0501,0.3593,28.6259,0.1332,0.0,0.4346,0
MPLAD-FIN-400805,0.9663,4.6433,2.0,22.5352,0.7818,0.9725,155.6182,0.8854,4.0,1.8033,1
MPLAD-FIN-400806,0.9868,6.8296,3.0,1.9822,0.1559,0.4202,16.6417,0.4275,0.0,0.2788,0
MPLAD-FIN-400807,0.966,36.074,8.0,5.5315,0.3551,0.2438,50.2903,0.4755,0.0,0.2534,0
MPLAD-FIN-400808,0.9413,25.685,5.0,3.7027,0.2101,0.2395,65.5591,0.0538,0.0,0.0884,0
MPLAD-FIN-400809,0.9417,9.8237,3.0,5.7648,0.148,0.2433,37.8872,0.3993,0.0,0.2832,0
MPLAD-FIN-400810,0.8349,69.6997,8.0,5.9192,0.0719,0.2053,49.157,0.2776,2.0,1.0622,0
MPLAD-FIN-400811,1.0147,19.9386,8.0,3.4822,0.0788,0.3752,76.9563,0.2341,0.0,0.8457,0
MPLAD-FIN-400812,0.7441,46.2591,3.0,1.3825,0.0793,0.6081,19.3282,0.3055,0.0,0.3333,0
MPLAD-FIN-400813,0.7427,50.1547,8.0,2.2571,0.4496,0.4718,49.5561,0.1833,0.0,0.0887,0
MPLAD-FIN-400814,0.9033,9.4985,6.0,3.2991,0.1911,0.1012,41.8067,0.1868,0.0,0.6014,0
MPLAD-FIN-400815,0.7576,16.2208,2.0,4.9248,0.3309,0.2369,46.0137,0.3574,1.0,0.1578,0
MPLAD-FIN-400816,0.9357,36.5661,5.0,8.0329,0.0635,0.2555,32.7264,0.3235,2.0,0.1008,0
MPLAD-FIN-400817,1.0474,19.7969,5.0,8.5034,0.0687,0.0593,28.3757,0.151,2.0,0.4529,0
MPLAD-FIN-400818,0.8622,20.5238,2.0,3.9454,0.1337,0.4211,38.1362,0.0921,0.0,0.1816,0
MPLAD-FIN-400819,0.8597,9.198,6.0,2.0691,0.1905,0.314,119.9317,0.4336,0.0,0.4404,0
MPLAD-FIN-400820,0.7975,24.4288,2.0,2.3383,0.4243,0.1828,56.239,0.3618,0.0,0.2703,0
MPLAD-FIN-400821,0.8617,26.12,8.0,5.9749,0.2355,0.2778,70.4123,0.2646,0.0,0.0986,0
MPLAD-FIN-400822,0.9168,26.173,6.0,2.7394,0.2508,0.2062,27.7501,0.1967,1.0,0.0562,0
MPLAD-FIN-400823,0.9278,52.4766,2.0,6.7372,0.0614,0.1164,62.5335,0.0662,2.0,0.3003,0
MPLAD-FIN-400824,1.0885,0.148,2.0,10.5652,0.4874,0.981,159.1076,0.9327,2.0,1.1998,1
MPLAD-FIN-400825,0.8735,59.8382,6.0,4.6597,0.1893,0.491,28.3716,0.4433,0.0,0.3516,0
MPLAD-FIN-400826,0.9124,7.4363,8.0,1.3488,0.0537,0.2153,24.9667,0.3576,0.0,0.3281,0
MPLAD-FIN-400827,0.8822,53.9186,2.0,2.3829,0.0701,0.3574,29.2301,0.3508,0.0,0.6694,0
MPLAD-FIN-400828,0.8163,47.9863,4.0,5.7479,0.1329,0.2841,45.3809,0.3027,0.0,0.9091,0
MPLAD-FIN-400829,1.0047,5.1577,1.0,37.7724,0.7945,0.8954,376.2605,0.9497,3.0,2.3742,1
MPLAD-FIN-400830,0.8033,27.4093,3.0,8.532,0.0288,0.358,23.1276,0.1463,0.0,1.5153,0
MPLAD-FIN-400831,0.9333,31.3732,3.0,2.0292,0.2228,0.3087,20.4916,0.112,2.0,0.3318,0
MPLAD-FIN-400832,0.7626,62.6896,6.0,1.6052,0.3562,0.4845,37.9872,0.2837,1.0,0.4688,0
MPLAD-FIN-400833,0.801,46.9243,3.0,2.5931,0.0653,0.4841,14.6447,0.4738,1.0,0.3114,0
MPLAD-FIN-400834,0.8194,8.0644,8.0,1.9429,0.032,0.3593,121.6691,0.2746,1.0,0.3759,0
MPLAD-FIN-400835,0.8155,41.1048,2.0,6.4692,0.0351,0.5069,14.0953,0.1891,1.0,0.727,0
MPLAD-FIN-400836,0.8554,27.9085,7.0,1.8984,0.0452,0.1427,14.2912,0.4389,1.0,0.198,0
MPLAD-FIN-400837,1.0149,77.918,2.0,0.7938,0.047,0.4215,66.1908,0.0971,0.0,0.6793,0
MPLAD-FIN-400838,0.8589,86.2188,8.0,5.8376,0.2545,0.2917,45.6744,0.1293,1.0,0.6364,0
MPLAD-FIN-400839,0.7863,30.8215,6.0,1.9098,0.0416,0.0624,85.6347,0.3286,0.0,0.3226,0
MPLAD-FIN-400840,0.9616,41.3058,4.0,6.8445,0.0923,0.3877,55.7669,0.4165,0.0,0.057,0
MPLAD-FIN-400841,0.7877,41.7133,3.0,0.7253,0.3107,0.1406,53.9504,0.2918,0.0,0.2803,0
MPLAD-FIN-400842,0.8064,54.404,7.0,0.8085,0.2349,0.2459,14.7708,0.2089,0.0,0.5202,0
MPLAD-FIN-400843,0.748,11.8748,5.0,2.2826,0.2336,0.2987,31.6701,0.2053,1.0,0.39,0
MPLAD-FIN-400844,1.0201,1.0,8.0,1.6723,0.0592,0.0827,85.056,0.3265,0.0,0.8528,0
MPLAD-FIN-400845,0.779,15.89,2.0,4.8792,0.0189,0.0641,22.1225,0.3292,1.0,0.4011,0
MPLAD-FIN-400846,0.9371,30.4418,6.0,6.6638,0.2669,0.1394,27.9588,0.0955,1.0,0.3024,0
MPLAD-FIN-400847,1.05,34.8448,4.0,3.0509,0.0423,0.085,83.6347,0.2936,1.0,0.1824,0
MPLAD-FIN-400848,1.05,16.4233,5.0,4.8274,0.0669,0.2171,15.8002,0.4451,1.0,0.6501,0
MPLAD-FIN-400849,1.1268,10.8862,2.0,43.6387,0.6593,0.6854,138.8269,0.942,5.0,3.6287,1
MPLAD-FIN-400850,0.8635,26.1553,3.0,3.3031,0.1203,0.2541,28.9077,0.4379,1.0,0.3225,0
MPLAD-FIN-400851,0.6931,46.2261,7.0,4.7335,0.1667,0.363,41.3249,0.2566,0.0,0.3282,0
MPLAD-FIN-400852,0.6471,13.261,4.0,1.2619,0.3391,0.2227,48.394,0.116,1.0,0.4419,0
MPLAD-FIN-400853,0.8542,11.9496,4.0,3.7308,0.0689,0.3084,41.1178,0.2301,0.0,0.3029,0
MPLAD-FIN-400854,0.8535,6.0194,3.0,6.0619,0.101,0.1108,53.7592,0.3473,0.0,0.2825,0
MPLAD-FIN-400855,0.825,44.7708,6.0,15.0065,0.0321,0.1622,41.6076,0.0835,0.0,0.162,0
MPLAD-FIN-400856,1.1071,3.7083,1.0,24.5528,0.7049,0.7781,79.5443,0.7945,3.0,2.3291,1
MPLAD-FIN-400857,0.8855,10.9038,7.0,8.0735,0.2582,0.1595,46.6047,0.4305,0.0,0.6855,0
MPLAD-FIN-400858,0.6719,39.0884,7.0,3.05,0.0034,0.16,38.4521,0.5739,0.0,0.2297,0
MPLAD-FIN-400859,0.8054,79.5388,4.0,0.6439,0.0949,0.2635,29.7489,0.0303,0.0,0.2237,0
MPLAD-FIN-400860,0.8871,33.1665,5.0,5.4019,0.3056,0.3265,47.2862,0.3013,0.0,0.325,0
MPLAD-FIN-400861,0.7705,13.9662,2.0,3.8052,0.0343,0.3564,36.2135,0.1299,0.0,0.4395,0
MPLAD-FIN-400862,0.8438,6.968,8.0,2.5048,0.2361,0.0636,78.4669,0.016,1.0,0.7259,0
MPLAD-FIN-400863,0.9106,34.6518,5.0,2.1728,0.0072,0.1091,22.1761,0.2055,1.0,0.3463,0
MPLAD-FIN-400864,0.8628,26.9877,4.0,4.761,0.0489,0.1241,58.4182,0.327,0.0,0.339,0
MPLAD-FIN-400865,1.0038,16.8763,2.0,23.3399,0.968,0.8166,264.1122,0.9696,5.0,1.4739,1
MPLAD-FIN-400866,0.8784,38.1057,4.0,8.5472,0.0525,0.0988,48.7037,0.2504,0.0,0.2726,0
MPLAD-FIN-400867,0.8321,54.1918,2.0,8.7698,0.4531,0.0625,34.8941,0.1036,0.0,0.3426,0
MPLAD-FIN-400868,0.9418,56.9772,5.0,2.1761,0.0143,0.1856,35.1976,0.4638,2.0,0.2173,0
MPLAD-FIN-400869,1.031,20.9585,6.0,3.1787,0.0435,0.2997,33.3344,0.1438,0.0,0.3168,0
MPLAD-FIN-400870,0.8947,12.8815,5.0,0.8811,0.3942,0.3589,57.546,0.2614,0.0,0.4073,0
MPLAD-FIN-400871,0.86,37.875,8.0,5.3089,0.1127,0.4778,36.2747,0.1294,2.0,0.1101,0
MPLAD-FIN-400872,0.7389,31.5062,2.0,8.6188,0.204,0.2051,151.1477,0.2246,2.0,0.4518,0
MPLAD-FIN-400873,0.7879,60.8782,2.0,4.6113,0.0104,0.2996,62.4755,0.087,0.0,0.5743,0
MPLAD-FIN-400874,0.7399,16.6781,3.0,2.0747,0.1632,0.2479,34.1661,0.0575,0.0,0.0592,0
MPLAD-FIN-400875,0.8187,1.0451,2.0,38.7759,0.9565,0.9692,411.2286,0.7108,4.0,0.5995,1
MPLAD-FIN-400876,0.7869,29.4776,3.0,3.0288,0.0773,0.2428,5.9625,0.2413,0.0,0.1844,0
MPLAD-FIN-400877,0.8173,6.3496,5.0,5.8992,0.2279,0.2553,64.1589,0.0795,1.0,0.3453,0
MPLAD-FIN-400878,0.7762,8.6275,8.0,0.9994,0.1514,0.1723,38.9314,0.2107,0.0,1.203,0
MPLAD-FIN-400879,0.8574,38.23,4.0,2.347,0.2109,0.2981,44.7116,0.4173,0.0,0.4722,0
MPLAD-FIN-400880,0.9454,66.1434,5.0,2.3117,0.0407,0.117,34.8109,0.4776,0.0,0.9253,0
MPLAD-FIN-400881,0.7817,57.2215,5.0,1.5585,0.0773,0.1095,53.3035,0.3257,0.0,0.1813,0
MPLAD-FIN-400882,0.7574,17.6211,3.0,2.277,0.031,0.0349,29.6224,0.0522,0.0,0.492,0
MPLAD-FIN-400883,0.9338,25.8988,7.0,7.1106,0.0888,0.0659,75.3251,0.311,0.0,0.4462,0
MPLAD-FIN-400884,0.9554,97.9163,6.0,4.0144,0.1724,0.0959,62.0262,0.2466,0.0,0.0891,0
MPLAD-FIN-400885,0.7799,23.3148,5.0,1.6901,0.1719,0.3411,91.9845,0.1272,0.0,0.2028,0
MPLAD-FIN-400886,0.9753,34.3377,3.0,2.031,0.1385,0.4603,22.0494,0.3073,0.0,0.5164,0
MPLAD-FIN-400887,0.9808,37.4174,4.0,3.4224,0.1896,0.2715,37.4073,0.023,0.0,0.0829,0
MPLAD-FIN-400888,0.7661,7.0627,7.0,4.2413,0.1309,0.2913,49.6836,0.1749,0.0,0.5089,0
MPLAD-FIN-400889,0.7149,14.1513,4.0,0.5469,0.0564,0.4705,19.8148,0.1348,0.0,0.634,0
MPLAD-FIN-400890,0.9269,39.0388,4.0,1.929,0.1645,0.2833,62.1821,0.3496,0.0,0.5695,0
MPLAD-FIN-400891,0.7118,43.3467,2.0,7.1503,0.1441,0.0642,19.5967,0.3333,0.0,1.014,0
MPLAD-FIN-400892,0.9454,31.5243,7.0,2.3294,0.096,0.4272,36.492,0.3662,0.0,0.3096,0
MPLAD-FIN-400893,0.8079,16.5938,8.0,8.8581,0.2463,0.1933,8.8178,0.1595,0.0,0.1389,0
MPLAD-FIN-400894,0.8169,10.91,3.0,1.3479,0.1645,0.2513,15.2489,0.1605,0.0,0.8476,0
MPLAD-FIN-400895,0.8722,53.8809,2.0,1.1537,0.1246,0.219,26.0398,0.2431,0.0,0.1509,0
MPLAD-FIN-400896,0.778,13.8638,3.0,7.1459,0.3071,0.2995,38.8272,0.4618,1.0,0.3968,0
MPLAD-FIN-400897,1.2634,6.7735,2.0,37.2014,0.9363,0.9511,425.9625,0.7895,8.0,1.4944,1
MPLAD-FIN-400898,0.8499,11.8984,3.0,1.2037,0.0136,0.1559,13.3936,0.1597,0.0,0.5936,0
MPLAD-FIN-400899,0.8236,82.9084,7.0,2.2763,0.3587,0.3688,18.6884,0.1053,0.0,0.0527,0
MPLAD-FIN-400900,1.0249,59.4561,3.0,1.4522,0.3474,0.168,10.6319,0.153,0.0,0.3132,0
MPLAD-FIN-400901,0.747,50.9146,5.0,3.9669,0.0259,0.2328,65.5748,0.4194,0.0,0.2224,0
MPLAD-FIN-400902,0.9216,9.868,8.0,5.9531,0.1752,0.1902,28.6409,0.1196,0.0,0.1956,0
MPLAD-FIN-400903,1.0261,23.5723,8.0,4.4516,0.0632,0.2633,29.4833,0.0233,0.0,0.1558,0
MPLAD-FIN-400904,0.7727,10.3461,5.0,2.3739,0.178,0.197,11.3479,0.0605,0.0,0.3301,0
MPLAD-FIN-400905,0.9218,52.5881,2.0,7.8287,0.0593,0.0857,27.5388,0.0562,0.0,0.45,0
MPLAD-FIN-400906,0.8168,9.486,7.0,0.7815,0.2477,0.2051,8.2343,0.0877,1.0,1.0909,0
MPLAD-FIN-400907,0.787,14.6962,8.0,1.2802,0.0882,0.2687,28.9427,0.2317,1.0,1.1152,0
MPLAD-FIN-400908,0.7048,30.2977,7.0,7.4043,0.501,0.2599,49.8326,0.1878,0.0,0.7343,0
MPLAD-FIN-400909,0.9529,45.9152,8.0,2.7714,0.1193,0.0803,26.7787,0.2328,0.0,0.0533,0
MPLAD-FIN-400910,0.9941,24.6659,8.0,3.7832,0.2201,0.3622,81.7655,0.1633,0.0,0.4965,0
MPLAD-FIN-400911,0.9617,22.809,2.0,2.7267,0.3636,0.6465,40.8641,0.4982,1.0,0.746,0
MPLAD-FIN-400912,0.9722,25.2311,5.0,1.5285,0.0686,0.4136,45.0599,0.3436,0.0,0.9006,0
MPLAD-FIN-400913,1.05,13.0992,6.0,2.7647,0.0456,0.3773,36.1369,0.1383,0.0,0.0958,0
MPLAD-FIN-400914,1.0262,131.7402,6.0,7.5091,0.1785,0.1121,19.0786,0.0218,0.0,1.0006,0
MPLAD-FIN-400915,0.7363,5.8991,3.0,6.3956,0.0915,0.0833,7.4269,0.2054,0.0,0.4969,0
MPLAD-FIN-400916,0.8487,54.6655,4.0,3.2854,0.0924,0.2184,23.1281,0.1673,0.0,0.5409,0
MPLAD-FIN-400917,0.814,18.7491,8.0,3.3178,0.0267,0.3064,108.1539,0.2763,3.0,0.871,0
MPLAD-FIN-400918,1.1002,16.0915,1.0,18.3655,0.9017,0.9339,170.2569,0.9465,3.0,2.087,1
MPLAD-FIN-400919,0.8362,68.4041,3.0,9.6663,0.1622,0.385,40.3782,0.0809,0.0,0.3955,0
MPLAD-FIN-400920,1.05,125.0564,6.0,1.3461,0.0195,0.1326,25.282,0.3504,0.0,0.4128,0
MPLAD-FIN-400921,0.6901,28.6225,4.0,3.1192,0.0899,0.1404,15.1122,0.126,0.0,0.3617,0
MPLAD-FIN-400922,0.8795,29.7562,3.0,6.8967,0.1095,0.3227,72.2334,0.3674,1.0,0.449,0
MPLAD-FIN-400923,0.8275,17.8572,2.0,6.78,0.2378,0.3142,49.1873,0.0629,2.0,0.1204,0
MPLAD-FIN-400924,0.948,8.6297,7.0,7.2566,0.2229,0.1693,83.7838,0.2007,0.0,0.3536,0
MPLAD-FIN-400925,0.9046,35.3833,5.0,3.2641,0.1296,0.1165,18.1853,0.2901,0.0,0.2547,0
MPLAD-FIN-400926,0.7949,12.3512,4.0,1.5103,0.137,0.0807,83.6636,0.0318,0.0,0.2406,0
MPLAD-FIN-400927,0.7865,54.2911,3.0,1.9129,0.1232,0.1064,4.5181,0.4693,0.0,0.5354,0
MPLAD-FIN-400928,1.05,70.5468,3.0,2.4771,0.0043,0.2056,15.0627,0.2309,0.0,0.9032,0
MPLAD-FIN-400929,0.8902,29.1761,6.0,2.3022,0.2057,0.1952,27.1624,0.2696,0.0,0.2965,0
MPLAD-FIN-400930,0.6846,60.2076,7.0,2.7511,0.1561,0.198,10.5346,0.2549,0.0,0.6081,0
MPLAD-FIN-400931,0.807,101.7462,2.0,4.2203,0.1389,0.0994,29.0152,0.2618,0.0,0.3828,0
MPLAD-FIN-400932,0.9727,92.945,3.0,1.7031,0.0868,0.0812,74.2295,0.1019,0.0,0.0879,0
MPLAD-FIN-400933,0.8185,23.797,4.0,1.0485,0.3193,0.1608,64.0309,0.1907,1.0,0.8296,0
MPLAD-FIN-400934,0.8559,11.5438,4.0,4.515,0.3124,0.4,34.414,0.3607,0.0,0.4043,0
MPLAD-FIN-400935,0.9693,26.432,7.0,5.2019,0.0829,0.3165,51.7961,0.4155,1.0,0.4916,0
MPLAD-FIN-400936,1.0891,5.7074,2.0,25.2485,0.6809,0.9665,290.1543,0.8695,2.0,2.3995,1
MPLAD-FIN-400937,0.979,36.2349,7.0,1.6457,0.1001,0.5276,105.2671,0.3617,0.0,0.5063,0
MPLAD-FIN-400938,1.0394,75.7264,4.0,11.1098,0.0877,0.072,5.4293,0.0112,1.0,0.1221,0
MPLAD-FIN-400939,0.9807,62.0808,5.0,7.3454,0.1098,0.2616,62.0775,0.0412,0.0,0.1283,0
MPLAD-FIN-400940,0.7849,11.076,5.0,8.6036,0.0437,0.407,60.7027,0.2173,0.0,0.106,0
MPLAD-FIN-400941,0.9835,5.9692,7.0,1.2213,0.0492,0.3109,51.7491,0.1157,1.0,0.7908,0
MPLAD-FIN-400942,0.8975,46.4041,3.0,1.4325,0.3193,0.3252,60.4164,0.1218,0.0,0.0774,0
MPLAD-FIN-400943,1.0144,46.6857,6.0,3.7064,0.0638,0.114,19.1917,0.1268,1.0,0.8426,0
MPLAD-FIN-400944,0.8834,84.7015,8.0,7.8573,0.1856,0.1999,20.8897,0.3953,1.0,0.2696,0
MPLAD-FIN-400945,0.8162,10.2072,2.0,3.431,0.0444,0.105,28.2695,0.2511,0.0,0.4462,0
MPLAD-FIN-400946,0.8734,72.1939,8.0,0.9251,0.0165,0.3,18.0916,0.2013,1.0,0.0822,0
MPLAD-FIN-400947,0.9817,85.0827,6.0,0.3587,0.4329,0.0679,42.3434,0.0584,0.0,0.1806,0
MPLAD-FIN-400948,0.9392,18.2432,8.0,3.5953,0.4385,0.2807,19.2031,0.3087,1.0,0.5295,0
MPLAD-FIN-400949,0.7568,8.0375,2.0,3.9106,0.2299,0.2561,72.9422,0.0572,1.0,0.3713,0
MPLAD-FIN-400950,0.9269,24.1252,7.0,0.9838,0.2403,0.4032,55.3138,0.2883,0.0,0.4558,0
MPLAD-FIN-400951,0.8455,84.3237,8.0,9.1208,0.0723,0.1349,14.2661,0.412,0.0,0.4798,0
MPLAD-FIN-400952,0.7996,36.0438,7.0,3.2105,0.1211,0.084,25.9279,0.2302,1.0,0.329,0
MPLAD-FIN-400953,1.0234,32.0956,6.0,2.496,0.1674,0.0929,75.6097,0.1167,0.0,0.3513,0
MPLAD-FIN-400954,1.0258,65.7754,3.0,6.3275,0.0436,0.245,67.6145,0.1131,0.0,0.8463,0
MPLAD-FIN-400955,0.7642,26.0738,6.0,4.5795,0.3854,0.4064,70.5501,0.2178,2.0,0.1538,0
MPLAD-FIN-400956,0.9221,31.3233,2.0,0.8267,0.0122,0.0879,40.9765,0.4457,0.0,0.6265,0
MPLAD-FIN-400957,0.6632,19.8611,6.0,0.6092,0.0503,0.2004,24.2472,0.1585,0.0,0.9672,0
MPLAD-FIN-400958,1.1198,7.8942,1.0,15.5656,0.5774,0.9537,209.4311,0.9204,3.0,3.1972,1
MPLAD-FIN-400959,0.9033,65.1798,3.0,2.4757,0.0898,0.2478,137.1693,0.0742,0.0,0.319,0
MPLAD-FIN-400960,0.8693,21.1602,2.0,3.405,0.035,0.3072,55.4711,0.3206,0.0,0.696,0
MPLAD-FIN-400961,0.9366,29.8928,5.0,0.5044,0.1921,0.4024,28.5309,0.2147,0.0,0.4478,0
MPLAD-FIN-400962,0.7571,57.6131,6.0,2.4552,0.169,0.3894,28.3102,0.274,1.0,0.1366,0
MPLAD-FIN-400963,0.8764,35.5835,7.0,2.9655,0.1542,0.2229,57.8743,0.4007,0.0,0.292,0
MPLAD-FIN-400964,0.8549,20.3047,7.0,3.8757,0.1786,0.1731,44.2909,0.3062,0.0,0.3812,0
MPLAD-FIN-400965,0.8925,44.4194,6.0,2.7142,0.1881,0.0613,10.0216,0.2702,0.0,0.6727,0
MPLAD-FIN-400966,0.8986,75.3614,4.0,1.0673,0.2659,0.3364,28.5695,0.3719,0.0,0.4372,0
MPLAD-FIN-400967,1.0355,42.2385,3.0,4.0073,0.3099,0.3877,35.9685,0.2092,0.0,0.0524,0
MPLAD-FIN-400968,0.8111,23.956,8.0,3.4118,0.0484,0.5599,9.0464,0.4965,1.0,1.0266,0
MPLAD-FIN-400969,0.924,16.143,2.0,1.698,0.1382,0.163,65.4394,0.224,1.0,1.2981,0
MPLAD-FIN-400970,0.878,33.8978,5.0,4.8075,0.0637,0.4115,21.6438,0.2428,1.0,0.1315,0
MPLAD-FIN-400971,0.9988,36.6871,4.0,3.8488,0.0465,0.4933,23.1692,0.3564,1.0,0.2665,0
MPLAD-FIN-400972,0.8343,5.9217,3.0,2.3868,0.0096,0.1574,20.9414,0.201,0.0,0.7662,0
MPLAD-FIN-400973,0.8581,22.0902,5.0,2.4343,0.2583,0.4483,85.897,0.1711,0.0,1.0128,0
MPLAD-FIN-400974,0.8422,21.2628,7.0,2.4593,0.0342,0.2849,17.3914,0.231,0.0,0.1623,0
MPLAD-FIN-400975,0.8949,19.1569,4.0,9.4725,0.3333,0.3576,16.5718,0.07,0.0,0.2731,0
MPLAD-FIN-400976,0.889,11.2508,2.0,3.0143,0.1024,0.1513,16.3391,0.1084,0.0,0.9703,0
MPLAD-FIN-400977,0.8962,17.2441,3.0,6.9781,0.0405,0.1653,25.3249,0.5838,0.0,0.1964,0
MPLAD-FIN-400978,0.8656,69.0152,6.0,1.9074,0.035,0.5075,36.8953,0.1443,0.0,0.2178,0
MPLAD-FIN-400979,0.9001,52.9939,7.0,12.3089,0.0512,0.2508,9.2419,0.2811,0.0,0.2732,0
MPLAD-FIN-400980,0.7497,40.1104,5.0,5.4408,0.0601,0.1559,63.8326,0.5093,1.0,0.6988,0
MPLAD-FIN-400981,0.8262,8.8028,4.0,7.9355,0.1124,0.3415,25.8512,0.3774,2.0,0.3284,0
MPLAD-FIN-400982,1.0354,18.8065,4.0,2.7769,0.3282,0.3276,22.2551,0.285,0.0,0.3331,0
MPLAD-FIN-400983,0.8224,63.9974,2.0,5.8662,0.2397,0.1092,32.0263,0.1092,1.0,0.2269,0
MPLAD-FIN-400984,0.7162,56.4616,8.0,2.8248,0.1559,0.287,31.9262,0.0359,0.0,0.2912,0
MPLAD-FIN-400985,1.021,40.8376,7.0,1.9733,0.0948,0.4904,69.1693,0.2893,0.0,0.7562,0
MPLAD-FIN-400986,0.7652,9.574,6.0,11.8749,0.2642,0.3853,31.3478,0.1279,1.0,0.2531,0
MPLAD-FIN-400987,0.9276,13.3227,7.0,3.9848,0.239,0.3439,40.3947,0.191,0.0,0.3167,0
MPLAD-FIN-400988,0.7914,34.169,7.0,3.0861,0.1498,0.3668,18.4663,0.3138,0.0,0.5941,0
MPLAD-FIN-400989,1.05,13.1522,8.0,3.3392,0.1869,0.1077,22.9343,0.5372,0.0,0.8853,0
MPLAD-FIN-400990,0.8625,39.7658,4.0,0.5995,0.0071,0.0611,28.7804,0.0942,0.0,0.0811,0
MPLAD-FIN-400991,0.8889,34.9746,8.0,3.125,0.1262,0.641,22.7714,0.0195,0.0,1.0774,0
MPLAD-FIN-400992,0.726,59.3211,6.0,2.7753,0.1268,0.1113,20.1111,0.0898,0.0,0.128,0
MPLAD-FIN-400993,0.8109,6.1687,4.0,3.4351,0.418,0.2242,63.835,0.0956,0.0,0.6712,0
MPLAD-FIN-400994,1.4011,8.9098,2.0,27.1414,0.7051,0.8985,345.1417,0.8998,5.0,3.1929,1
MPLAD-FIN-400995,0.7712,62.5179,2.0,3.5489,0.1438,0.2705,48.4087,0.1676,0.0,0.5538,0
MPLAD-FIN-400996,0.7444,43.0605,7.0,1.3513,0.1276,0.0381,51.1015,0.271,0.0,0.9438,0
MPLAD-FIN-400997,0.8771,38.2007,6.0,0.714,0.1208,0.2878,57.5981,0.1374,0.0,0.1888,0
MPLAD-FIN-400998,0.8631,10.6149,8.0,3.914,0.1831,0.0979,58.7921,0.0863,1.0,0.128,0
MPLAD-FIN-400999,0.9719,24.3813,4.0,5.0038,0.0781,0.333,64.5347,0.2628,0.0,0.4648,0
